City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,ventspils,LV,57.3894,21.5606,35.6,100,75,8.05,broken clouds
452,darhan,MN,49.4867,105.9228,7.21,70,3,4.03,clear sky
453,fairview,US,40.8126,-73.999,41.0,33,75,11.5,broken clouds
454,key largo,US,25.0865,-80.4473,75.0,78,51,1.99,broken clouds
455,rocha,UY,-34.4833,-54.3333,60.28,87,0,4.54,clear sky
456,conde,BR,-7.2597,-34.9075,78.8,83,20,6.91,few clouds
457,omboue,GA,-1.5746,9.2618,76.39,93,100,0.92,heavy intensity rain
458,zaranj,AF,30.9667,61.8833,46.99,34,5,10.49,clear sky
459,pitea,SE,65.3172,21.4794,24.8,100,90,1.14,mist
460,sonthofen,DE,47.5167,10.2833,32.0,94,100,4.59,light snow
461,asyut,EG,27.181,31.1837,59.0,58,0,9.22,clear sky
462,betanzos,ES,43.2804,-8.2147,51.01,100,0,1.14,clear sky
463,tigil,RU,57.8,158.6667,24.85,88,100,23.58,overcast clouds
464,pueblo nuevo,MX,23.3833,-105.3833,67.21,15,0,7.14,clear sky
465,puro,PH,12.4841,123.3827,80.55,80,99,6.35,overcast clouds
466,santa cruz,BO,-17.8,-63.1667,75.2,83,75,3.44,broken clouds
467,ust-kuyga,RU,70.0167,135.6,-4.85,95,73,6.93,broken clouds
468,sai buri,TH,6.7013,101.6168,76.66,83,73,6.6,broken clouds
469,teguldet,RU,57.3064,88.1667,-1.82,98,100,4.72,overcast clouds
470,katsuura,JP,35.1333,140.3,53.01,35,41,4.0,scattered clouds
471,san ramon,US,37.7799,-121.978,59.0,54,75,9.22,broken clouds
472,barcelos,PT,41.5388,-8.6151,52.0,93,0,5.75,clear sky
473,bolgatanga,GH,10.7856,-0.8514,83.91,24,75,3.29,broken clouds
474,chokurdakh,RU,70.6333,147.9167,-17.19,91,0,5.53,clear sky
475,nikolayevsk-na-amure,RU,53.1406,140.73,38.05,94,7,3.58,clear sky
476,djibo,BF,14.1022,-1.6306,78.24,18,6,7.63,clear sky
477,verkhnyaya inta,RU,65.9811,60.3094,18.55,95,96,17.67,overcast clouds
478,brainerd,US,46.358,-94.2008,39.2,38,1,10.36,clear sky
479,port macquarie,AU,-31.4333,152.9167,68.0,77,98,3.0,overcast clouds
480,presidente epitacio,BR,-21.7633,-52.1156,77.32,68,49,5.23,scattered clouds
481,karaidel,RU,55.8337,56.9069,11.97,77,100,12.66,overcast clouds
482,charleston,US,32.7766,-79.9309,66.99,88,1,4.61,mist
483,bengkulu,ID,-3.8004,102.2655,77.47,83,96,4.7,overcast clouds
484,borogontsy,RU,62.6683,131.1683,14.29,95,100,1.54,light snow
485,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,30.2,59,0,6.71,clear sky
486,denpasar,ID,-8.65,115.2167,80.6,89,20,2.3,few clouds
487,gogrial,SS,8.5332,28.1004,78.8,56,100,5.17,overcast clouds
488,vanimo,PG,-2.6741,141.3028,83.55,72,97,3.11,overcast clouds
489,omaruru,NA,-21.4333,15.9333,66.18,86,67,4.0,moderate rain
490,porto novo,BJ,6.4965,2.6036,78.8,89,20,2.3,few clouds
491,campina verde,BR,-19.5356,-49.4864,73.29,79,84,1.07,broken clouds
492,sibolga,ID,1.7427,98.7792,76.55,81,87,3.51,moderate rain
493,kharakvasla,IN,18.4333,73.7667,72.79,32,0,0.43,clear sky
494,neuquen,AR,-38.9516,-68.0591,78.8,44,0,8.05,clear sky
495,manhattan,US,40.7834,-73.9662,41.0,33,75,11.5,broken clouds
496,arkhangelsk,RU,64.5401,40.5433,33.8,86,75,4.47,broken clouds
497,mareeba,AU,-17.0,145.4333,88.0,65,69,5.75,broken clouds
498,xining,CN,36.6167,101.7667,40.01,15,0,0.74,clear sky
499,mocuba,MZ,-16.8392,36.9856,71.04,98,92,2.46,overcast clouds
500,haicheng,CN,40.8516,122.7475,44.38,74,86,10.18,overcast clouds
501,sisimiut,GL,66.9395,-53.6735,7.99,89,96,9.82,overcast clouds
502,padilla,CO,3.2204,-76.3139,80.6,61,75,10.36,broken clouds
503,lebedinyy,RU,58.5167,125.5167,2.21,94,100,19.6,light snow
504,clavier,BE,50.4005,5.3524,42.01,87,75,12.66,broken clouds
505,solnechnyy,RU,50.7214,136.6319,31.53,75,41,8.99,scattered clouds
506,guarapari,BR,-20.6667,-40.4975,78.8,78,75,8.05,broken clouds
507,albanel,CA,48.8832,-72.4487,6.8,66,100,18.41,overcast clouds
508,grindavik,IS,63.8424,-22.4338,37.4,87,75,11.5,broken clouds
509,namibe,AO,-15.1961,12.1522,76.24,80,84,4.14,broken clouds
510,quang ngai,VN,15.1167,108.8,71.11,89,31,4.23,scattered clouds
511,nova granada,BR,-20.5339,-49.3142,77.0,57,40,13.8,scattered clouds
512,nantucket,US,41.2835,-70.0995,33.8,75,75,17.27,broken clouds
513,flinders,AU,-34.5833,150.8552,66.0,60,0,4.0,clear sky
514,kibala,TD,9.1104,18.3463,86.0,48,0,6.91,clear sky
515,senno,RU,59.5336,33.9167,34.0,93,100,7.81,overcast clouds
516,iwaki,JP,37.05,140.8833,53.01,56,100,3.0,overcast clouds
517,general roca,AR,-39.0333,-67.5833,78.8,44,0,8.05,clear sky
518,saint-augustin,CA,51.226,-58.6502,9.61,91,100,14.94,overcast clouds
519,san antonio,US,29.4241,-98.4936,77.0,25,20,6.91,few clouds
520,marienburg,PL,54.0359,19.0266,35.01,100,48,9.33,light snow
521,puerto ayacucho,VE,5.6639,-67.6236,85.14,54,80,4.12,broken clouds
522,abengourou,CI,6.7297,-3.4964,75.63,84,100,2.68,overcast clouds
523,larsnes,NO,62.2028,5.5773,36.0,87,4,10.22,clear sky
524,faanui,PF,-16.4833,-151.75,83.07,74,100,12.19,overcast clouds
525,kozachi laheri,UA,46.7037,32.9776,39.65,92,74,7.2,broken clouds
526,bodden town,KY,19.2833,-81.25,80.6,74,20,9.22,few clouds
527,lasa,IT,46.6166,10.7002,34.0,100,90,3.44,light snow
528,point fortin,TT,10.1833,-61.6833,73.99,95,100,13.24,overcast clouds
529,chik,RU,54.9928,82.4311,1.4,78,0,6.71,clear sky
530,klyuchi,RU,52.2667,79.1667,0.97,90,100,5.21,overcast clouds
531,abu samrah,SY,35.3029,37.1841,54.97,45,100,1.5,overcast clouds
532,hokitika,NZ,-42.7167,170.9667,59.9,88,100,11.9,light rain
533,tessalit,ML,20.1986,1.0114,69.42,26,0,8.05,clear sky
534,paamiut,GL,61.994,-49.6678,27.48,74,92,7.47,overcast clouds
535,bara,NG,10.3744,10.7288,77.77,57,64,8.19,broken clouds
536,rohnert park,US,38.3396,-122.7011,51.01,91,100,8.01,overcast clouds
537,morehead,US,37.2711,-87.1764,54.0,35,90,11.5,overcast clouds
538,kakching,IN,24.4833,93.9833,52.05,77,0,0.65,clear sky
539,te anau,NZ,-45.4167,167.7167,52.39,96,100,2.3,overcast clouds
540,port lincoln,AU,-34.7333,135.8667,63.32,72,48,5.39,scattered clouds
541,kudahuvadhoo,MV,2.6708,72.8944,82.89,71,84,10.07,broken clouds
542,ambam,CM,2.3833,11.2833,66.76,97,92,6.8,moderate rain
543,wangqing,CN,43.3218,129.7634,40.98,60,31,3.51,scattered clouds
